1;1;views/img/articulos/arituclo-01/articulo01.png;Type sometido por Lorem Ipsu 1;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 1;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
2;2;views/img/articulos/arituclo-02/articulo02.png;Type sometido por Lorem Ipsu 2;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 2;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
3;3;views/img/articulos/arituclo-03/articulo03.png;Type sometido por Lorem Ipsu 3;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 3;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
4;4;views/img/articulos/arituclo-04/articulo04.png;Type sometido por Lorem Ipsu 4;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 4;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
5;5;views/img/articulos/arituclo-05/articulo05.png;Type sometido por Lorem Ipsu 5;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 5;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
6;6;views/img/articulos/arituclo-06/articulo06.png;Type sometido por Lorem Ipsu 6;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 6;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
7;1;views/img/articulos/arituclo-07/articulo07.png;Type sometido por Lorem Ipsu 7;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 7;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
8;2;views/img/articulos/arituclo-08/articulo08.png;Type sometido por Lorem Ipsu 8;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 8;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
9;3;views/img/articulos/arituclo-09/articulo09.png;Type sometido por Lorem Ipsu 9;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 9;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
10;4;views/img/articulos/arituclo-10/articulo10.png;Type sometido por Lorem Ipsu 10;Type sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem IpsuType sometido por Lorem Ipsu;"[
""suramerica"",
""colombia"",
""peru"",
""argentina"",
""chile"",
""brasil"",
""ecuador"",
""venezuela"",
""paraguay"",
""bolivia""
]";Type-sometido-por-Lorem-Ipsu 10;"<img src=""http://localhost/blog-php/views/img/articulo.png"" alt=""Lorem ipsum dolor sit amet"" class=""img-fluid my-lg-3"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<!-- PUBLICIDAD -->

					<img src=""http//localhost/blog-php/views/img/ad04.png"" class=""img-fluid my-3"" width=""100%"">

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>

					<p class=""textoArticulo my-3"">Lorem ipsum dolor sit amet, consectetur adipisicing elit. Molestias aliquid laboriosam suscipit magnam distinctio nisi eaque expedita beatae neque nobis dolores corporis laudantium quo voluptatum facilis, aliquam sed deleniti delectus. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Quae asperiores laborum facere est eos in optio suscipit, consequatur animi placeat adipisci, sunt. Unde distinctio odit, facilis quos eveniet et culpa. Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ratione, minus distinctio assumenda porro fugit voluptates officiis atque? Voluptas, soluta eius inventore aspernatur quasi, earum iste maiores porro ipsam, expedita minus.</p>
";0;;
